location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,132.25806451612902
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,109.6774193548387
AK,2020-03-18,0
AK,2020-03-19,322.5806451612903
AK,2020-03-20,106.4516129032258
AK,2020-03-21,112.9032258064516
AK,2020-03-22,0
AK,2020-03-23,100
AK,2020-03-24,0
AK,2020-03-25,100
AK,2020-03-26,151.61290322580643
AK,2020-03-27,196.77419354838707
AK,2020-03-28,0
AK,2020-03-29,106.4516129032258
AK,2020-03-30,96.77419354838709
AK,2020-03-31,96.77419354838709
AK,2020-04-01,93.54838709677419
AK,2020-04-02,93.54838709677419
AL,2020-02-01,14.96774193548387
AL,2020-02-02,0
AL,2020-02-03,5.612903225806451
AL,2020-02-04,0
AL,2020-02-05,5.612903225806451
AL,2020-02-06,0
AL,2020-02-07,7.483870967741935
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,5.612903225806451
AL,2020-02-11,0
AL,2020-02-12,5.612903225806451
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,9.354838709677418
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,7.483870967741935
AL,2020-03-11,7.483870967741935
AL,2020-03-12,7.483870967741935
AL,2020-03-13,7.483870967741935
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,16.838709677419352
AL,2020-03-18,20.58064516129032
AL,2020-03-19,37.41935483870967
AL,2020-03-20,35.54838709677419
AL,2020-03-21,18.709677419354836
AL,2020-03-22,22.451612903225804
AL,2020-03-23,44.90322580645161
AL,2020-03-24,37.41935483870967
AL,2020-03-25,61.74193548387096
AL,2020-03-26,61.74193548387096
AL,2020-03-27,108.51612903225806
AL,2020-03-28,56.12903225806451
AL,2020-03-29,67.35483870967741
AL,2020-03-30,97.29032258064515
AL,2020-03-31,89.80645161290322
AL,2020-04-01,74.83870967741935
AL,2020-04-02,80.45161290322581
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,14.451612903225806
AR,2020-02-04,16.516129032258064
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,16.516129032258064
AR,2020-02-08,20.64516129032258
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,16.516129032258064
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,14.451612903225806
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,20.64516129032258
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,14.451612903225806
AR,2020-03-14,0
AR,2020-03-15,0
AR,2020-03-16,14.451612903225806
AR,2020-03-17,53.677419354838705
AR,2020-03-18,14.451612903225806
AR,2020-03-19,68.12903225806451
AR,2020-03-20,80.51612903225806
AR,2020-03-21,53.677419354838705
AR,2020-03-22,26.838709677419352
AR,2020-03-23,99.09677419354838
AR,2020-03-24,105.29032258064515
AR,2020-03-25,99.09677419354838
AR,2020-03-26,74.32258064516128
AR,2020-03-27,125.93548387096774
AR,2020-03-28,51.61290322580645
AR,2020-03-29,26.838709677419352
AR,2020-03-30,132.1290322580645
AR,2020-03-31,117.6774193548387
AR,2020-04-01,68.12903225806451
AR,2020-04-02,82.58064516129032
AZ,2020-02-01,0
AZ,2020-02-02,0
AZ,2020-02-03,2.774193548387097
AZ,2020-02-04,6.935483870967742
AZ,2020-02-05,0
AZ,2020-02-06,0
AZ,2020-02-07,0
AZ,2020-02-08,0
AZ,2020-02-09,4.161290322580646
AZ,2020-02-10,4.161290322580646
AZ,2020-02-11,0
AZ,2020-02-12,0
AZ,2020-02-13,0
AZ,2020-02-14,4.161290322580646
AZ,2020-02-15,0
AZ,2020-02-16,0
AZ,2020-02-17,4.161290322580646
AZ,2020-02-18,4.161290322580646
AZ,2020-02-19,4.161290322580646
AZ,2020-02-20,0
AZ,2020-02-21,0
AZ,2020-02-22,4.161290322580646
AZ,2020-02-23,0
AZ,2020-02-24,4.161290322580646
AZ,2020-02-25,4.161290322580646
AZ,2020-02-26,0
AZ,2020-02-27,0
AZ,2020-02-28,4.161290322580646
AZ,2020-02-29,0
AZ,2020-03-01,0
AZ,2020-03-02,0
AZ,2020-03-03,4.161290322580646
AZ,2020-03-04,0
