location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,84.61538461538463
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,89.74358974358975
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,89.74358974358975
AK,2020-03-18,0
AK,2020-03-19,256.4102564102564
AK,2020-03-20,87.17948717948718
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,158.97435897435898
AK,2020-03-24,0
AL,2020-02-01,0
AL,2020-02-02,4.717948717948718
AL,2020-02-03,3.5384615384615383
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,7.076923076923077
AL,2020-02-10,3.5384615384615383
AL,2020-02-11,3.5384615384615383
AL,2020-02-12,4.717948717948718
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,4.717948717948718
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,4.717948717948718
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,4.717948717948718
AL,2020-02-25,4.717948717948718
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,4.717948717948718
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,5.897435897435898
AL,2020-03-09,4.717948717948718
AL,2020-03-10,0
AL,2020-03-11,4.717948717948718
AL,2020-03-12,4.717948717948718
AL,2020-03-13,4.717948717948718
AL,2020-03-14,0
AL,2020-03-15,17.692307692307693
AL,2020-03-16,4.717948717948718
AL,2020-03-17,12.974358974358974
AL,2020-03-18,27.128205128205128
AL,2020-03-19,21.23076923076923
AL,2020-03-20,51.8974358974359
AL,2020-03-21,29.48717948717949
AL,2020-03-22,21.23076923076923
AL,2020-03-23,54.256410256410255
AL,2020-03-24,25.94871794871795
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,19.23076923076923
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,15.384615384615385
AR,2020-02-22,0
AR,2020-02-23,17.307692307692307
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,13.461538461538462
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,15.384615384615385
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,15.384615384615385
AR,2020-03-14,0
AR,2020-03-15,17.307692307692307
AR,2020-03-16,15.384615384615385
AR,2020-03-17,36.53846153846154
AR,2020-03-18,36.53846153846154
AR,2020-03-19,119.23076923076924
AR,2020-03-20,76.92307692307692
AR,2020-03-21,34.61538461538461
AR,2020-03-22,75
AR,2020-03-23,144.23076923076923
AR,2020-03-24,136.53846153846155
AZ,2020-02-01,2.0769230769230766
AZ,2020-02-02,0
AZ,2020-02-03,2.0769230769230766
AZ,2020-02-04,2.0769230769230766
AZ,2020-02-05,2.0769230769230766
AZ,2020-02-06,2.0769230769230766
AZ,2020-02-07,2.0769230769230766
AZ,2020-02-08,0
AZ,2020-02-09,0
AZ,2020-02-10,2.0769230769230766
AZ,2020-02-11,0
AZ,2020-02-12,2.0769230769230766
AZ,2020-02-13,2.0769230769230766
AZ,2020-02-14,0
AZ,2020-02-15,0
AZ,2020-02-16,0
AZ,2020-02-17,2.0769230769230766
AZ,2020-02-18,2.0769230769230766
AZ,2020-02-19,0
AZ,2020-02-20,0
AZ,2020-02-21,0
AZ,2020-02-22,0
AZ,2020-02-23,0
AZ,2020-02-24,3.4615384615384617
AZ,2020-02-25,0
AZ,2020-02-26,0
AZ,2020-02-27,2.0769230769230766
AZ,2020-02-28,0
AZ,2020-02-29,0
AZ,2020-03-01,0
AZ,2020-03-02,3.4615384615384617
AZ,2020-03-03,2.0769230769230766
AZ,2020-03-04,2.0769230769230766
AZ,2020-03-05,2.0769230769230766
AZ,2020-03-06,0
AZ,2020-03-07,0
AZ,2020-03-08,0
AZ,2020-03-09,2.0769230769230766
AZ,2020-03-10,3.4615384615384617
AZ,2020-03-11,0
AZ,2020-03-12,2.0769230769230766
AZ,2020-03-13,2.0769230769230766
AZ,2020-03-14,2.0769230769230766
AZ,2020-03-15,0
AZ,2020-03-16,4.846153846153846
AZ,2020-03-17,6.230769230769231
AZ,2020-03-18,15.23076923076923
AZ,2020-03-19,11.076923076923077
AZ,2020-03-20,18.692307692307693
AZ,2020-03-21,11.769230769230768
AZ,2020-03-22,11.076923076923077
AZ,2020-03-23,15.23076923076923
AZ,2020-03-24,12.461538461538462
CA,2020-02-01,2
CA,2020-02-02,1
CA,2020-02-03,1
