location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,0
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,0
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,102.08333333333334
AK,2020-03-24,0
AK,2020-03-25,100
AK,2020-03-26,102.08333333333334
AK,2020-03-27,95.83333333333334
AK,2020-03-28,0
AK,2020-03-29,208.33333333333334
AK,2020-03-30,93.75
AK,2020-03-31,0
AK,2020-04-01,0
AK,2020-04-02,0
AK,2020-04-03,0
AK,2020-04-04,0
AK,2020-04-05,112.50000000000001
AK,2020-04-06,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,9.791666666666666
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,13.708333333333332
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,13.708333333333332
AL,2020-03-13,0
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,13.708333333333332
AL,2020-03-18,41.125
AL,2020-03-19,107.70833333333333
AL,2020-03-20,39.166666666666664
AL,2020-03-21,13.708333333333332
AL,2020-03-22,0
AL,2020-03-23,72.45833333333333
AL,2020-03-24,39.166666666666664
AL,2020-03-25,52.875
AL,2020-03-26,80.29166666666666
AL,2020-03-27,154.70833333333331
AL,2020-03-28,58.75
AL,2020-03-29,86.16666666666666
AL,2020-03-30,168.41666666666666
AL,2020-03-31,184.08333333333331
AL,2020-04-01,154.70833333333331
AL,2020-04-02,154.70833333333331
AL,2020-04-03,154.70833333333331
AL,2020-04-04,43.08333333333333
AL,2020-04-05,86.16666666666666
AL,2020-04-06,95.95833333333333
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,22.229166666666668
AR,2020-02-04,0
AR,2020-02-05,24.25
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,30.312500000000004
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,22.229166666666668
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,30.312500000000004
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,22.229166666666668
AR,2020-03-13,0
AR,2020-03-14,0
AR,2020-03-15,0
AR,2020-03-16,0
AR,2020-03-17,117.20833333333334
AR,2020-03-18,68.70833333333334
AR,2020-03-19,90.9375
AR,2020-03-20,86.89583333333334
AR,2020-03-21,54.56250000000001
AR,2020-03-22,78.8125
AR,2020-03-23,90.9375
AR,2020-03-24,94.97916666666667
AR,2020-03-25,24.25
AR,2020-03-26,76.79166666666667
AR,2020-03-27,191.97916666666669
AR,2020-03-28,26.270833333333336
AR,2020-03-29,80.83333333333334
AR,2020-03-30,133.375
AR,2020-03-31,196.02083333333334
AR,2020-04-01,133.375
AR,2020-04-02,22.229166666666668
AR,2020-04-03,86.89583333333334
AR,2020-04-04,74.77083333333334
AR,2020-04-05,26.270833333333336
AR,2020-04-06,86.89583333333334
AZ,2020-02-01,0
AZ,2020-02-02,0
AZ,2020-02-03,5.5
AZ,2020-02-04,0
AZ,2020-02-05,0
AZ,2020-02-06,5.5
AZ,2020-02-07,0
AZ,2020-02-08,0
AZ,2020-02-09,0
AZ,2020-02-10,5.5
AZ,2020-02-11,5.5
AZ,2020-02-12,0
AZ,2020-02-13,0
AZ,2020-02-14,0
AZ,2020-02-15,0
AZ,2020-02-16,0
AZ,2020-02-17,0
AZ,2020-02-18,5.5
AZ,2020-02-19,5.5
AZ,2020-02-20,5.5
AZ,2020-02-21,0
AZ,2020-02-22,5.5
AZ,2020-02-23,0
AZ,2020-02-24,0
AZ,2020-02-25,0
AZ,2020-02-26,0
AZ,2020-02-27,0
AZ,2020-02-28,0
AZ,2020-02-29,0
AZ,2020-03-01,0
AZ,2020-03-02,0
AZ,2020-03-03,0
AZ,2020-03-04,0
AZ,2020-03-05,0
