location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,44.44444444444444
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,41.111111111111114
AK,2020-03-17,42.22222222222222
AK,2020-03-18,0
AK,2020-03-19,41.111111111111114
AK,2020-03-20,41.111111111111114
AK,2020-03-21,43.333333333333336
AK,2020-03-22,0
AK,2020-03-23,38.88888888888889
AL,2020-02-01,12.5
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,5.555555555555555
AL,2020-02-05,5.555555555555555
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,6.944444444444445
AL,2020-02-10,5.555555555555555
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,5.555555555555555
AL,2020-02-14,0
AL,2020-02-15,12.5
AL,2020-02-16,5.555555555555555
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,6.944444444444445
AL,2020-02-21,0
AL,2020-02-22,8.333333333333332
AL,2020-02-23,0
AL,2020-02-24,6.944444444444445
AL,2020-02-25,0
AL,2020-02-26,6.944444444444445
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,12.5
AL,2020-03-01,8.333333333333332
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,6.944444444444445
AL,2020-03-05,0
AL,2020-03-06,6.944444444444445
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,6.944444444444445
AL,2020-03-13,6.944444444444445
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,6.944444444444445
AL,2020-03-17,27.77777777777778
AL,2020-03-18,25
AL,2020-03-19,38.888888888888886
AL,2020-03-20,47.22222222222222
AL,2020-03-21,26.38888888888889
AL,2020-03-22,50
AL,2020-03-23,69.44444444444444
AR,2020-02-01,30.555555555555554
AR,2020-02-02,0
AR,2020-02-03,33.33333333333333
AR,2020-02-04,25
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,30.555555555555554
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,25
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,22.22222222222222
AR,2020-02-25,0
AR,2020-02-26,22.22222222222222
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,22.22222222222222
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,30.555555555555554
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,22.22222222222222
AR,2020-03-13,22.22222222222222
AR,2020-03-14,0
AR,2020-03-15,0
AR,2020-03-16,22.22222222222222
AR,2020-03-17,80.55555555555556
AR,2020-03-18,69.44444444444444
AR,2020-03-19,113.88888888888889
AR,2020-03-20,188.88888888888889
AR,2020-03-21,83.33333333333333
AR,2020-03-22,52.77777777777778
AR,2020-03-23,277.77777777777777
AZ,2020-02-01,0
AZ,2020-02-02,0
AZ,2020-02-03,2.833333333333333
AZ,2020-02-04,2.833333333333333
AZ,2020-02-05,0
AZ,2020-02-06,2.833333333333333
AZ,2020-02-07,2.833333333333333
AZ,2020-02-08,3.7777777777777777
AZ,2020-02-09,0
AZ,2020-02-10,2.833333333333333
AZ,2020-02-11,2.833333333333333
AZ,2020-02-12,0
AZ,2020-02-13,0
AZ,2020-02-14,2.833333333333333
AZ,2020-02-15,0
AZ,2020-02-16,0
AZ,2020-02-17,0
AZ,2020-02-18,2.833333333333333
AZ,2020-02-19,5.666666666666666
AZ,2020-02-20,0
AZ,2020-02-21,0
AZ,2020-02-22,2.833333333333333
AZ,2020-02-23,0
AZ,2020-02-24,0
AZ,2020-02-25,5.666666666666666
AZ,2020-02-26,2.833333333333333
AZ,2020-02-27,5.666666666666666
AZ,2020-02-28,0
AZ,2020-02-29,0
AZ,2020-03-01,0
AZ,2020-03-02,2.833333333333333
AZ,2020-03-03,0
AZ,2020-03-04,5.666666666666666
AZ,2020-03-05,2.833333333333333
AZ,2020-03-06,0
AZ,2020-03-07,0
AZ,2020-03-08,2.833333333333333
AZ,2020-03-09,2.833333333333333
AZ,2020-03-10,0
AZ,2020-03-11,2.833333333333333
AZ,2020-03-12,0
AZ,2020-03-13,2.833333333333333
AZ,2020-03-14,0
AZ,2020-03-15,2.833333333333333
AZ,2020-03-16,11.333333333333332
AZ,2020-03-17,10.38888888888889
AZ,2020-03-18,19.833333333333332
AZ,2020-03-19,18.88888888888889
AZ,2020-03-20,32.11111111111111
AZ,2020-03-21,12.277777777777777
AZ,2020-03-22,12.277777777777777
AZ,2020-03-23,7.555555555555555
CA,2020-02-01,1
CA,2020-02-02,1
CA,2020-02-03,1
CA,2020-02-04,4
CA,2020-02-05,2
CA,2020-02-06,2
CA,2020-02-07,1
CA,2020-02-08,3
CA,2020-02-09,1
CA,2020-02-10,2
