location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,72.52830188679245
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,0
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,58.490566037735846
AK,2020-03-21,62
AK,2020-03-22,63.16981132075472
AK,2020-03-23,54.9811320754717
AK,2020-03-24,54.9811320754717
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,7.264150943396226
AL,2020-02-07,0
AL,2020-02-08,8.716981132075471
AL,2020-02-09,0
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,8.716981132075471
AL,2020-02-16,8.716981132075471
AL,2020-02-17,8.716981132075471
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,8.716981132075471
AL,2020-02-21,10.169811320754716
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,10.169811320754716
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,11.622641509433961
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,8.716981132075471
AL,2020-03-05,8.716981132075471
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,11.622641509433961
AL,2020-03-09,10.169811320754716
AL,2020-03-10,10.169811320754716
AL,2020-03-11,0
AL,2020-03-12,10.169811320754716
AL,2020-03-13,10.169811320754716
AL,2020-03-14,11.622641509433961
AL,2020-03-15,0
AL,2020-03-16,10.169811320754716
AL,2020-03-17,39.22641509433962
AL,2020-03-18,59.56603773584905
AL,2020-03-19,59.56603773584905
AL,2020-03-20,84.26415094339622
AL,2020-03-21,65.37735849056604
AL,2020-03-22,49.39622641509433
AL,2020-03-23,111.86792452830188
AL,2020-03-24,58.11320754716981
AR,2020-02-01,28.30188679245283
AR,2020-02-02,0
AR,2020-02-03,20.754716981132077
AR,2020-02-04,22.641509433962263
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,22.641509433962263
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,24.528301886792452
AR,2020-02-15,28.30188679245283
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,20.754716981132077
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,22.641509433962263
AR,2020-03-14,26.41509433962264
AR,2020-03-15,0
AR,2020-03-16,20.754716981132077
AR,2020-03-17,86.79245283018868
AR,2020-03-18,98.11320754716981
AR,2020-03-19,188.67924528301887
AR,2020-03-20,113.20754716981132
AR,2020-03-21,115.09433962264151
AR,2020-03-22,62.264150943396224
AR,2020-03-23,171.69811320754718
AR,2020-03-24,169.81132075471697
AZ,2020-02-01,0
AZ,2020-02-02,0
AZ,2020-02-03,0
AZ,2020-02-04,3.4716981132075473
AZ,2020-02-05,0
AZ,2020-02-06,0
AZ,2020-02-07,3.4716981132075473
AZ,2020-02-08,8.679245283018869
AZ,2020-02-09,4.339622641509434
AZ,2020-02-10,0
AZ,2020-02-11,3.4716981132075473
AZ,2020-02-12,3.4716981132075473
AZ,2020-02-13,0
AZ,2020-02-14,0
AZ,2020-02-15,0
AZ,2020-02-16,0
AZ,2020-02-17,0
AZ,2020-02-18,3.4716981132075473
AZ,2020-02-19,0
AZ,2020-02-20,3.4716981132075473
AZ,2020-02-21,0
AZ,2020-02-22,3.4716981132075473
AZ,2020-02-23,0
AZ,2020-02-24,0
AZ,2020-02-25,6.943396226415095
AZ,2020-02-26,0
AZ,2020-02-27,6.943396226415095
AZ,2020-02-28,0
AZ,2020-02-29,0
AZ,2020-03-01,0
AZ,2020-03-02,3.4716981132075473
AZ,2020-03-03,0
AZ,2020-03-04,0
AZ,2020-03-05,3.4716981132075473
AZ,2020-03-06,3.4716981132075473
AZ,2020-03-07,0
AZ,2020-03-08,3.4716981132075473
AZ,2020-03-09,0
AZ,2020-03-10,0
AZ,2020-03-11,6.943396226415095
AZ,2020-03-12,3.4716981132075473
AZ,2020-03-13,3.4716981132075473
AZ,2020-03-14,0
AZ,2020-03-15,4.339622641509434
AZ,2020-03-16,0
AZ,2020-03-17,19.962264150943398
AZ,2020-03-18,29.50943396226415
AZ,2020-03-19,30.37735849056604
AZ,2020-03-20,39.924528301886795
AZ,2020-03-21,24.30188679245283
AZ,2020-03-22,14.754716981132075
AZ,2020-03-23,26.037735849056606
AZ,2020-03-24,21.69811320754717
CA,2020-02-01,0
CA,2020-02-02,2
CA,2020-02-03,2
CA,2020-02-04,4
CA,2020-02-05,4
