location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,80
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,94
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,0
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,0
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,70
AK,2020-03-24,0
AK,2020-03-25,0
AK,2020-03-26,0
AK,2020-03-27,68
AK,2020-03-28,0
AK,2020-03-29,0
AK,2020-03-30,68
AK,2020-03-31,0
AK,2020-04-01,64
AK,2020-04-02,0
AK,2020-04-03,0
AK,2020-04-04,0
AK,2020-04-05,0
AK,2020-04-06,0
AK,2020-04-07,0
AK,2020-04-08,66
AK,2020-04-09,0
AK,2020-04-10,0
AK,2020-04-11,0
AK,2020-04-12,78
AK,2020-04-13,68
AK,2020-04-14,128
AK,2020-04-15,64
AK,2020-04-16,0
AK,2020-04-17,0
AK,2020-04-18,0
AK,2020-04-19,0
AL,2020-02-01,0
AL,2020-02-02,14.375
AL,2020-02-03,0
AL,2020-02-04,11.5
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,11.5
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,11.5
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,17.25
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,17.25
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,14.375
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,14.375
AL,2020-03-13,0
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,28.75
AL,2020-03-18,57.5
AL,2020-03-19,143.75
AL,2020-03-20,54.625
AL,2020-03-21,46
AL,2020-03-22,63.25
AL,2020-03-23,77.625
AL,2020-03-24,57.5
AL,2020-03-25,43.125
AL,2020-03-26,143.75
AL,2020-03-27,163.875
AL,2020-03-28,94.875
AL,2020-03-29,60.375
AL,2020-03-30,264.5
AL,2020-03-31,172.5
AL,2020-04-01,109.25
AL,2020-04-02,97.75
AL,2020-04-03,138
AL,2020-04-04,63.25
AL,2020-04-05,106.375
AL,2020-04-06,92
AL,2020-04-07,66.125
AL,2020-04-08,143.75
AL,2020-04-09,135.125
AL,2020-04-10,54.625
AL,2020-04-11,17.25
AL,2020-04-12,103.5
AL,2020-04-13,207
AL,2020-04-14,103.5
AL,2020-04-15,138
AL,2020-04-16,126.5
AL,2020-04-17,117.875
AL,2020-04-18,57.5
AL,2020-04-19,69
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,25
AR,2020-02-04,28.125
AR,2020-02-05,25
AR,2020-02-06,0
AR,2020-02-07,28.125
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,25
AR,2020-03-14,0
AR,2020-03-15,0
AR,2020-03-16,0
AR,2020-03-17,25
AR,2020-03-18,53.125
AR,2020-03-19,128.125
AR,2020-03-20,50
AR,2020-03-21,90.625
AR,2020-03-22,0
AR,2020-03-23,312.5
AR,2020-03-24,109.375
AR,2020-03-25,168.75
AR,2020-03-26,84.375
AR,2020-03-27,240.625
AR,2020-03-28,87.5
AR,2020-03-29,62.5
AR,2020-03-30,125
AR,2020-03-31,221.875
AR,2020-04-01,228.125
AR,2020-04-02,103.125
AR,2020-04-03,100
AR,2020-04-04,84.375
AR,2020-04-05,0
AR,2020-04-06,125
AR,2020-04-07,125
AR,2020-04-08,125
AR,2020-04-09,50
AR,2020-04-10,81.25
AR,2020-04-11,59.375
AR,2020-04-12,56.25
AR,2020-04-13,50
AR,2020-04-14,100
AR,2020-04-15,118.75
AR,2020-04-16,75
AR,2020-04-17,25
AR,2020-04-18,28.125
AR,2020-04-19,0
AZ,2020-02-01,0
AZ,2020-02-02,0
AZ,2020-02-03,0
AZ,2020-02-04,4.59375
AZ,2020-02-05,0
AZ,2020-02-06,4.59375
AZ,2020-02-07,0
AZ,2020-02-08,0
AZ,2020-02-09,0
AZ,2020-02-10,4.59375
AZ,2020-02-11,4.59375
AZ,2020-02-12,0
