location,date,hits
AK,2020-01-21,0
AK,2020-01-22,0
AK,2020-01-23,0
AK,2020-01-24,0
AK,2020-01-25,0
AK,2020-01-26,0
AK,2020-01-27,77.03703703703704
AK,2020-01-28,75.55555555555556
AK,2020-01-29,0
AK,2020-01-30,0
AK,2020-01-31,0
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,88.434729811779
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,107.84250151791136
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,75.55555555555556
AK,2020-03-17,148.14814814814815
AK,2020-03-18,88.19538554948392
AK,2020-03-19,86.71390406800244
AK,2020-03-20,72.5925925925926
AL,2020-01-21,4.5629629629629624
AL,2020-01-22,4.5629629629629624
AL,2020-01-23,0
AL,2020-01-24,6.11050394656952
AL,2020-01-25,5.214814814814814
AL,2020-01-26,0
AL,2020-01-27,0
AL,2020-01-28,0
AL,2020-01-29,0
AL,2020-01-30,0
AL,2020-01-31,0
AL,2020-02-01,0
AL,2020-02-02,5.265209471766848
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,4.4199149969641764
AL,2020-02-07,3.2592592592592586
AL,2020-02-08,0
AL,2020-02-09,5.265209471766848
AL,2020-02-10,3.2592592592592586
AL,2020-02-11,4.4199149969641764
AL,2020-02-12,3.2592592592592586
AL,2020-02-13,4.4199149969641764
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,5.265209471766848
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,6.955798421372192
AL,2020-02-23,6.955798421372192
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,5.214814814814814
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,3.9111111111111105
AL,2020-03-05,3.9111111111111105
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,4.5629629629629624
AL,2020-03-11,5.458652094717668
AL,2020-03-12,7.994535519125683
